id,phrases
12,"La región de Madrid es libre y abierta a todos, no obstante, a lo largo de la historia ha sufrido numerosos asedios que han intentado destruir nuestra forma de vivir. Uno de los más graves ha sido en marzo de 2019 cuando la pandemia del COVID 19 cambió totalmente nuestras vidas. En ese grave momento, nuestro ejecutivo tuvo que centrar todos sus esfuerzos en proteger la salud y las vidas de los madrileños y, en la medida de lo posible, el sostenimiento de la actividad económica y el empleo."
13,"Más de un año después, la pandemia sigue marcándolo todo, pero eso no ha impedido que hayamos seguido avanzando en el cumplimiento de los compromisos con los que nos presentamos en las elecciones de 2019. Nuestro gobierno está trabajando por reactivar Madrid y compatibilizar la lucha contra el virus con nuestra forma de vida, pero aún nos quedan importantes retos por cumplir."
14,"En las próximas páginas se recogen las grandes realizaciones que el gobierno de la Comunidad de Madrid ha llevado a cabo desde el comienzo de la legislatura, como respuesta a los grandes desafíos que han sucedido desde agosto de 2019."
15,"Luego, aparece el ambicioso programa del año 2019, en cuyos compromisos nos reafirmamos plenamente, y en el que aparece marcadas las medidas que ya se han realizado y las que están en curso.      "
16,"Como no nos conformamos con ello, en las próximas semanas se irán dando a conocer los nuevos compromisos que nos comprometemos a llevar adelante hasta mayo del año 2023 si los madrileños nos otorgan una mayoría suficiente que nos permita llevarlas a cabo.   "
17,GRANDES RESPUESTAS 2019-2021
18,HEMOS CONSEGUIDO QUE LA COMUNIDAD DE MADRID SEA:
19, LA PRIMERA
20,"Madrid ha conseguido ser la primera economía de España, tras haber sido la región que más creció en la última década."
21, LA RESISTENTE
22,"Madrid es la región que mejor está resistiendo el embate de la pandemia en el 4º TR 2020. España no ha crecido y destruye empleo, mientras que la Comunidad de Madrid crece en un 4% y 82.000 personas han encontrado un empleo."
23,LA PREVISORA
24,"En los peores momentos de la pandemia, los meses de abril y mayo, trajimos 24 aviones con 1.200 toneladas de material sanitario y de protección."
25,LA VELOZ
26,"En medio de una pandemia, el Gobierno Regional construyó el Hospital de Emergencias Enfermera Isabel Zendal en tres meses un hito sanitario a nivel nacional e internacional."
27,LA EFICIENTE
28,Somos la única Comunidad Autónoma que ha hecho compatible la pandemia con la actividad económica a través de medidas quirúrgicas para evitar los contagios.
29,LA DEPORTISTA
30,"Mediante Decreto del Consejo de Gobierno se introdujo la tercera hora de educación física en la ESO y en FP y se erradicó el uso de los móviles en las aulas, salvo para uso educativo."
31,LA RESOLUTIVA
32,En los peores momentos de la primera ola de la Covid se puso en funcionamiento el Hospital de IFEMA en 18 horas.                                       
33,LA TRANSFORMADORA
34,"Puesta en marcha de una Formación Profesional de prestigio, con un incremento sustancial de las plazas públicas, que facilita la posibilidad de conseguir un empleo especializado y mejor retribuido."
35,LA SOLIDARIA                                                                     
36,"Plan de choque (PLATERCAM) para hacer frente a las más difíciles necesidades durante la COVID. Destaca la labor de nuestros bomberos, 112, la UME y los ayuntamientos de nuestra región.                                                          "
37,LA UNIVERSITARIA
38,Inversión de 259 millones en las universidades públicas madrileñas para impulsar su modernización y transformación digital.
39,LA VISIONARIA
40,"Madrid fue la primera Comunidad en suspender la actividad presencial en los centros educativos, marcando un punto de inflexión en la lucha contra la pandemia a nivel nacional.                     "
41,LA AMBICIOSA
42,"Madrid Nuevo Norte, desarrollo urbano más ambicioso que se va a realizar en Europa en los próximos 20 años: 20.000 millones de euros de inversión y 350.000 empleos."
43,LA EDUCADORA
44,"En septiembre de 2020, se pusieron todos los recursos y medidas sanitarias precisas para una vuelta segura a las aulas. Consiguiendo que los centros educativos permanecieran abiertos desde ese momento. "
45,LA JUVENIL
46,"Se ha puesto en marcha el Plan Vive Madrid, que facilitará miles de viviendas en régimen de alquiler a jóvenes, emprendedores, estudiantes, tercera edad, etc. Tendrá un impacto en el PIB de más de 4.400 millones."
47,LA MUNICIPALISTA
48,"Se ha aprobado el nuevo PIR, con una dotación de 1.000 millones para inversiones regionales en los municipios."
49,LA VIAJERA
50,"Se ha hecho realidad la ampliación de la línea 11 de Metro, mediante la finalización de su proyecto constructivo y próxima licitación de las obras."
51,LA AMBIENTALISTA
52,"Arco verde ya se ha diseñado esta vía, que va a tener más de 200 Km de recorrido y 25 áreas de biodiversidad. Un verdadero pulmón verde para la región."
53,LA SEGURA
54,"Se ha llevado a cabo un amplio programa de apoyo a la policía local de nuestra región, al que se han adherido ya 111 municipios."
55,LA EMPRENDEDORA
56,"Se han concedido ayudas directas a PYMES y Autónomos por valor de 184 millones de euros, para mejorar su liquidez y proteger el empleo."
57,LA INNOVADORA
58,Puesta en marcha del Centro de Innovación Digital: “Digitaliza Madrid” para impulsar la transformación tecnológica de nuestra región.
59,Nuestro programa defiende la libertad y coloca a la persona en el centro de todas las políticas.
60,Una Comunidad de ciudadanos libres e iguales                   
61,Una mejor Democracia: transparencia y regeneración
62,"Madrid es una Comunidad abierta, innovadora, libre y solidaria, que ofrece a sus ciudadanos un excelente marco de convivencia y calidad de vida. Pero es así porque los ejecutivos del Partido Popular han ido convirtiendo en derechos lo que en su día fueron compromisos de nuestros gobiernos."
63,"No es casual que aquellas CC.AA. que han estado gobernadas por la izquierda presenten los peores indicadores socio-económicos y que aquellas otras, como la de Madrid, gobernadas desde hace tantos años por el Partido Popular, sean referencia de progreso real."
64,"Madrid es además una región acogedora, donde los españoles tienen su segunda casa y donde nadie se siente extraño viva donde viva y piense lo que piense. Esa es una de las características de los madrileños: la tolerancia."
65,"La tolerancia es consecuencia directa del respeto a la libertad de los otros. La tolerancia es la primera víctima de todo fanatismo, extremismo o totalitarismo. Hoy la intolerancia se ha ido abriendo paso a lomos de ideologías como el populismo, que se presenta como adalid de la gente y sus derechos, pero en realidad niega el derecho a opinar en libertad a quienes no comulgan con sus postulados."
66,"Si algo ha contribuido a fortalecer la convivencia en nuestro país y nuestra Comunidad, ha sido la Constitución Española y el Estado de Derecho que de ella emana. Somos deudores de nuestra Carta Magna, y por eso los intolerantes la cuestionan y la atacan. Defender nuestra Constitución es defender la Democracia."
67,"Somos también un Estado Social, que establece los principios de protección social necesarios para promover una vida digna para todos los españoles. El desarrollo de esos principios, a través de mecanismos sostenibles y realistas, pero socialmente comprometidos, es tarea de todos los responsables públicos que, como los hombres y mujeres del Partido Popular, creemos que la persona es y debe ser siempre el centro de todas las políticas."
68,"Quienes se sienten dueños del monopolio de la solidaridad o la igualdad, suelen contraponer a ambas con la libertad, como si fueran excluyentes o incompatibles. Nosotros creemos que son complementarias e incluso inseparables. A más libertad, más igualdad.               "
69,"También creemos firmemente en la integración europea, siendo conscientes de los beneficios que nuestra pertenencia a la UE ha traído a España y a todas sus regiones, y las grandes posibilidades de futuro que tiene una Europa más unida."
70,"La libertad como principio regulador de nuestras políticas no es un concepto abstracto al margen de la acción de gobierno, sino que debe plasmarse en políticas concretas. Así, la perspectiva de la libertad debe inspirar las políticas educativas, sanitarias, sociales, culturales y por supuesto económicas:"
71,"En política económica apostamos por la rebaja de impuestos, como garantía de crecimiento y prosperidad, y por el fomento del ahorro y la inversión de las familias y las empresas, por ser el auténtico motor del crecimiento económico. Además apoyamos el emprendimiento al considerarlo un valor a reivindicar en cualquier sociedad libre y que aspira a la prosperidad."
72,"En materia educativa debemos seguir ampliando la esfera de libertad de elección, para devolver a los padres la decisión sobre la educación de sus hijos, preservando a éstos de toda injerencia política. Buscando la exigencia, el mérito y el esfuerzo."
73,"En sanidad hay que profundizar en las medidas de libertad de elección de médico y hospital, apoyándonos en la colaboración público-privada para lograr una mayor eficiencia y una reducción de las listas de espera."
74,"En cuanto a las políticas sociales ampliaremos la participación y colaboración del tercer sector, asegurando una mayor presencia de la sociedad, protagonista de estas políticas."
75,"En materia cultural defendemos una Cultura libre de injerencias públicas y dirigismos, porque la creación individual necesita a la libertad para poder desarrollarse."
76,Una mejor Democracia: transparencia y regeneración.                                        
77,"Defendemos una mejor democracia que se fundamente en unas instituciones fuertes y transparentes. Fuertes, porque es la mejor respuesta a aquellos que amenazan la democracia, y transparentes, para resultar merecedoras de la confianza de los ciudadanos.   "
78,"Desde la Comunidad de Madrid, contribuiremos a preservar y fortalecer la Nación y respetar los elementos que configuran nuestra identidad -la Bandera, la Corona y la lengua común de todos, el español-, dentro del proyecto nacional del Partido Popular.                         "
79,"Apostamos por una profunda regeneración democrática como objetivo prioritario de nuestro compromiso político. Dentro de la Administración y el Sector Público se adoptarán todas las medidas necesarias para prevenir y luchar contra la corrupción. Con este objeto, se reforzará la actuación de los órganos de control y la independencia e imparcialidad de los empleados públicos; además se desarrollará al máximo el gobierno abierto, la transparencia y el acceso a la información."
80,"Creemos imprescindible reivindicar el valor de la política, del servicio público y del buen gobierno. Por ello, situaremos la ejemplaridad como elemento inspirador y referente en la labor y comportamiento del gobierno de la Comunidad Madrid."
81,"Potenciaremos los mecanismos de transparencia y el gobierno abierto, poniendo a disposición de los ciudadanos una información amplia y detallada de la manera en que se usan los recursos públicos."
82,"Mejoraremos los contenidos de publicidad activa, ofreciendo información más comprensible y potenciando el uso de datos abiertos y visualizables, que faciliten la evaluación de la gestión de las instituciones."
83,"Trabajaremos por una Administración ágil, eficaz y acorde a las nuevas tecnologías."
84,"Fomentaremos, también, la evaluación de los resultados de las políticas públicas del Gobierno regional."
85,"Una Comunidad innovadora, centrada en el conocimiento y en la investigación                                                                                  "
86,Educación: la mejor escalera social
87,Consolidación de la Formación Profesional           
88,Región Universitaria de referencia                  
89,Con los jóvenes                                     
90,"Madrid, hub de la prosperidad, de la innovación y del conocimiento"
91,"Madrid, capital cultural del sur de Europa"
92,Educación: la mejor escalera social
93,"La mejor escalera social que existe es la educación y, por ello, vamos a seguir apostando porque los madrileños tengan las máximas oportunidades para educarse libremente, desde que se incorporan a la primera etapa infantil en los colegios hasta que culminan sus estudios universitarios o profesionales en nuestras Universidades o centros de Formación Profesional."
94,"La defensa del derecho de los padres a elegir la educación de sus hijos, sea pública, privada o concertada, ha sido siempre la seña de identidad del PP. Una libertad que hoy está siendo seriamente amenazada por el Gobierno de la Nación, distintas fuerzas políticas e, incluso, por la nueva Ley Orgánica de Educación (LOMLOE), pero que nosotros vamos a seguir defendiendo. Nuestro otro principio fundamental en materia de educación es la igualdad de oportunidades, dando a cada alumno lo que necesita según sus necesidades. Tenemos muy claro que nuestras prioridades deben ser que ningún estudiante se quede atrás y que nuestros estudiantes excelentes puedan obtener su máximo potencial, porque la verdadera igualdad de oportunidades se alcanza con una escuela exigente, que valore el esfuerzo y reconozca el mérito de las tareas bien hechas."
95,"Es imprescindible que en los centros escolares haya un ambiente propicio para el estudio y la convivencia. Para ello, la disciplina y el respeto a la autoridad del profesor deben ser indispensables y, al mismo tiempo, aprovecharemos todos los medios que nos ofrece la tecnología en el ámbito educativo y que han supuesto una necesaria disrupción en la educación."
96,Libertad de elección educativa
97,Garantizaremos el mantenimiento de la zona única educativa para todo el territorio de la Comunidad de Madrid y trabajaremos para que los centros educativos públicos y concertados puedan incrementar su oferta de plazas escolares en aquellos casos en los que sea inferior a la demanda.
98,"Garantizaremos la libertad de elección de centro (público, privado, concertado) con la extensión progresiva del Cheque de Educación Infantil (de 0 a 3 años) a todas las familias. En la Comunidad de Madrid ya hemos conseguido extender la gratuidad de los niños en la etapa 0-3 años en todos los colegios sostenidos con fondos públicos. Nuestra propuesta es extender progresivamente el Cheque de Educación Infantil a todas las familias, también a las que llevan a sus hijos a centros privados, para universalizar la gratuidad de la Educación Infantil de 0-3 años.                                                                                                                                                                                     "
99,"Iniciaremos el concierto educativo en Bachillerato de manera progresiva en los centros ya concertados, y que el alumno no esté obligado a cambiar de centro al terminar la ESO.    "
100,"En un momento crucial en la vida de los adolescentes, cuando terminan 4º de la ESO y tienen 15 o 16 años, muchos alumnos se ven obligados a cambiar de centro educativo. Incluso algunos dejan los estudios por no tener recursos económicos suficientes su familia para hacer frente al gasto que supone el Bachillerato. Con esta medida queremos garantizar la posibilidad de seguir estudiando el Bachillerato en su mismo centro, si así deciden hacerlo, con independencia de los recursos económicos.                                                                                                                                                                                                          "
101,"Defenderemos en todos los colegios de la Comunidad de Madrid la ampliación del artículo 27.3 de la Constitución Española, según el cual los poderes públicos deben garantizar el derecho de los padres a que sus hijos reciban la formación que esté de acuerdo con sus propias convicciones, con el fin de evitar cualquier tipo de adoctrinamiento en los centros educativos.                                                                                                                                                                                    "
102,"Ampliaremos la red de centros con un Plan de nuevas construcciones educativas que contempla la construcción de 30 centros educativos públicos y 120 ampliaciones en la región, con el compromiso de limitar la ejecución a máximo 3 fases."
103,"Ampliaremos el ámbito de participación de las Asociaciones Escolares de Madres y Padres, y crearemos las Asociaciones Escolares de Familias, con el fin de englobar a todos los miembros de la familia responsables de los alumnos, incluyendo a los abuelos y profesores jubilados."
104,Igualdad de oportunidades
105,"Otro principio esencial para nosotros es la igualdad de oportunidades, y por eso crearemos el Programa Incluye, un programa integral de atención a la diversidad, con el objetivo de educar a cada alumno según sus necesidades, apostando por una educación que garantice la igualdad de oportunidades y su inclusión."
106,"Dentro de este programa, destacan las siguientes medidas:"
107,Construiremos nuevos colegios de educación especial
108,Ampliaremos la red de centros preferentes TGD para alumnos con expectro autista. 
109,"Agilizaremos la elaboración del informe de diagnóstico de los alumnos con necesidades especiales, autismo y sus diferentes variaciones."
110,Crearemos un Centro Educativo Terapéutico.
111,"Apostamos por la orientación educativa, tanto en Primaria como en Secundaria y en Formación Profesional."
112,"Avanzaremos en el diagnóstico precoz y la atención temprana, apoyando y acompañando a las familias desde las primeras etapas de desarrollo en la infancia."
113,"Impulsaremos la figura del especialista de Pedagogía Terapéutica (PT), especialista de Audición y Lenguaje (AL), del Profesor Técnico de Servicios a la Comunidad y del Técnico de Integración Social (TIS) en los centros educativos.                       "
114,"Apostamos por los colegios de Educación Especial, una modalidad de escolarización inclusiva que ofrece adaptaciones del currículo escolar y recursos adaptados a alumnos con necesidades educativas especiales asociadas a la discapacidad, y con la que toda la izquierda quiere acabar. Y apostamos por ella porque la casuística de cada alumno es muy variada y no todos los niños que tienen necesidades especiales deben seguir un mismo modelo de educación. Rechazamos que se deba “dirigir o tutelar” a las familias de niños con necesidades educativas especiales.                      "
115,"Desde el Partido popular vamos a apoyar los centros especiales, y en caso de una mayor demanda se pondrán los medios necesarios para solventarla. Además, se revisará la normativa referente a los centros educativos especiales para respetar la autonomía de los padres.                  "
116,"Vamos a intensificar el Plan STEM (Science, Technology, Engineering and Mathematics), para motivar a que más alumnos, especialmente mujeres, quieran desarrollar sus carreras profesionales en estas áreas.                          "
117,Educación de calidad
118,"Apostamos por una educación pública de la mayor calidad, compatible con la libertad de elección de las familias entre educación pública, privada y concertada, de forma que nuestro sistema educativo garantice la igualdad de oportunidades para todos los estudiantes madrileños."
119,"Aseguraremos la adquisición de las competencias fundamentales en lengua y matemáticas en la etapa de  Educación Infantil y Primaria, dando prioridad a los aprendizajes fundamentales “hablar, leer, escribir, contar”."
120,"Vamos a desarrollar un Plan de Ciberseguridad con soluciones específicas para la ciberprotección de los alumnos y de los centros educativos, y por la convivencia."
121,"Vamos a incrementar la excelencia entre nuestros estudiantes, a través de programas específicos dirigidos a los alumnos con mejor expediente académico, la extensión del Bachillerato de Excelencia y el fomento del Bachillerato Internacional en Institutos. Crearemos también unos premios de excelencia escolar para los colegios e institutos de la región."
122,"Reforzaremos la lengua española y la lectura, con planes específicos para el fomento de la lectura que proporcionen al alumnado estrategias para un correcto uso de la lengua y mejora de la ortografía y la comprensión lectora."
123,Potenciaremos las humanidades como elemento fundamental de nuestra cultura y como herramienta necesaria para cultivar el pensamiento crítico ante los nuevos retos tecnológicos que nos rodean. Y trabajaremos habilidades para el debate y oratoria en el ámbito educativo.
124,"Apostamos por las Nuevas Tecnologías con la creación de una asignatura específica de Tecnología, Programación y Robótica en 5º y 6º de Educación Primaria, que se sumará a la ya puesta en marcha para Secundaria.                                                                                                                            "
125,"Crearemos una red de centros emprendedores en los que se potenciarán habilidades como el liderazgo, creatividad, cooperación, iniciativa o autonomía que conducirán a los alumnos a desarrollar criterio propio, imaginar proyectos y transformar ideas en acciones.                                                              "
126,"Con el fin de orientar al alumno para que continúe sus estudios con mayores posibilidades de éxito, seguiremos realizando una prueba individual sobre las destrezas básicas en lengua y matemáticas al final de la Primaria y la evaluación individual de competencias al final de la ESO. También facilitaremos a los centros educativos modelos de evaluación para 2º, 4º de primaria y 2º de la ESO.                                                                                                "
127,"Extenderemos el Bilingüismo en la 2ª etapa de Infantil de 3-6 años en todos los colegios bilingües, reformularemos la carga lectiva en inglés en la etapa de Secundaria; y garantizaremos que todos los nuevos centros sean bilingües. También extenderemos progresivamente el programa bilingüe en la etapa de 0-3 años."
128,"En los primeros años de vida es cuando la plasticidad del cerebro del alumno es mayor y, por tanto, la capacidad de aprendizaje de otro idioma es también mayor. Por ello:"
129,"Vamos a intensificar el número de horas en inglés en Educación Infantil, extendiendo el bilingüismo en la etapa de 3-6 años en todos los colegios bilingües"
130,Y progresivamente también en la etapa de 0-3 años.
131,"Vamos a reformular la carga lectiva en inglés en Secundaria para garantizar la calidad educativa y la correcta impartición de todas las asignaturas. Todo ello nos permitirá, además, concentrar los recursos (auxiliares de  conversación, formación del profesorado, complementos, etc.) en las etapas donde se imparta al menos la mitad de las materias en inglés."
132,"En esta misma línea y como medida de apoyo a las familias, ampliaremos al 15% la actual deducción por enseñanza de idiomas en el IRPF, para reforzar este aprendizaje en nuestra región, imprescindible para el desarrollo de nuestros niños, pero también para el acceso de nuestros jóvenes al mercado laboral."
133,"Además, apoyaremos las titulaciones de magisterio bilingües (inglés-español) en las universidades públicas."
134,"Intensificaremos la práctica y la cultura del deporte en los centros escolares añadiendo una hora semanal adicional, de modo que los alumnos tengan tres horas de educación física semanales, y extenderemos esta medida a los alumnos de Formación Profesional Básica."
135,"Promoveremos Campeonatos Escolares, extendiendo la oferta de los programas deportivos en centros educativos a nuevos deportes, tanto en el formato de escuelas deportivas como en el de competición.                                                      "
136,"Considerando que deporte y educación no pueden ir separados en la principal etapa de formación del ser humano, y con la finalidad de convertir el deporte en un hábito en la vida de
los jóvenes y fomentar valores como el juego limpio, vamos a extender la oferta de los programas deportivos, con especial atención al formato de competición. Para ello, consultando con los centros educativos, ampliaremos la oferta a otros deportes que sean demandados por los alumnos, para que no sólo se compita y se practiquen los deportes mayoritarios como fútbol y baloncesto."
137,"Fomentaremos la creación de clubs deportivos y culturales en los centros escolares; y estableceremos Becas para niños y jóvenes promesas del deporte, cuyas cuantías se graduarán en función de sus resultados y/o la progresión deportiva."
138,"Crearemos un Instituto de Formación del Profesorado, donde estén representadas las Universidades, con cursos de formación online y a distancia, y cuya finalidad sea la actualización científico-académica de los conocimientos de los profesores, así como su formación tecnológica."
139,"Colaboraremos con las Universidades madrileñas, públicas y privadas, para crear una Prueba de Acceso para el Grado de Magisterio."
140,"Para incentivar una mayor carrera profesional para los profesores, crearemos un plan de incentivos para aquellos docentes que se comprometen con más horas y más esfuerzos en los centros educativos, y tengan una valoración positiva de las evaluaciones de desempeño."
141,Consolidación de la Formación Profesional
142,"Vamos a seguir apostando por la consolidación de
la Formación Profesional en coordinación con las necesidades de las empresas y de las instituciones,
de manera que sea una verdadera opción para los estudiantes que se decidan por una formación más técnica, pero igualmente necesaria en el mercado laboral."
143,"En este sentido, se identificarán fórmulas para ampliar la oferta educativa de FP, tanto en número de titulaciones por familia profesional, como en número de plazas, mejorando la homologación de titulaciones en el ámbito europeo y atendiendo a los diferentes modelos de Formación Profesional."
144,"Elaboraremos el Libro Blanco de la Formación Profesional, para estudiar y analizar en profundidad su situación, con el fin de darle un impulso y actualizando especialmente sus contenidos."
145,"El objetivo de este libro blanco es un análisis en profundidad de la FP basada en los datos y experiencias de los últimos años, tanto en el ámbito nacional como internacional, con el objetivo de dotar a las empresas madrileñas y sus trabajadores del sistema de formación ágil, eficiente, seguro y de calidad que necesitan."
146,"También promoveremos la práctica del deporte en los centros de Formación Profesional, en línea con nuestra propuesta en el resto de centros escolares."
147,"Vamos a impulsar la Formación Profesional dual, en la que el centro educativo y la empresa se corresponsabilizan de la formación, como garantía de inserción laboral, gracias a su elevado grado de empleabilidad. También potenciaremos la Formación Profesional dual para el profesorado en empresas, con el fin de adaptar la oferta formativa a las cualificaciones que demanda el mercado."
148,"Promoveremos la transformación de centros específicos de Formación Profesional en centros integrados, donde se imparten todas las ofertas formativas que conducen a la obtención de Títulos de FP y/o Certificados de Profesionalidad, permitiendo a los estudiantes formarse profesionalmente o adquirir competencias y habilidades para mejorar su inserción en el ámbito laboral."
149,Apostaremos por el afianzamiento y la extensión del Bilingüismo en la Formación Profesional.
150,"Vamos a desarrollar convenios de Formación Profesional dual con empresas y sectores concretos con peso específico en el PIB, como la automoción
y las nuevas tecnologías, en la rama educativa de la electrónica digitalizada, con el fin de dar satisfacción a la necesidad de cubrir perfiles técnicos específicos muy demandados en el mercado laboral."
151,Vamos a potenciar la regulación de pasarelas entre Formación Profesional superior y Universidad.
152,"La consolidación de las pasarelas (permitiendo altos niveles de convalidación) entre la Formación Profesional y la Universidad, hará posible equiparar en realidad ambas formaciones, así como fortalecer el valor que se otorga a la FP."
153,Región Universitaria de referencia
154,"Desde el Partido Popular vamos a trabajar por ser una región universitaria de referencia, tanto para los estudiantes nacionales como extranjeros, con unas Universidades públicas y privadas de calidad, que permitan tanto la formación académica como la empleabilidad de nuestros universitarios. Todo ello con el fin de hacer de Madrid el principal destino internacional de habla hispana para estudiar y para emprender; y así, convertir a nuestra región en un centro de atracción de talento internacional y en el hub de la prosperidad."
155,"Tenemos claro también que hay que potenciar la formación continua, para facilitar que los madrileños puedan flexibilizar y diversificar sus habilidades durante toda su carrera laboral."
156,"Crearemos un organismo UNInMADRID, con el fin de fomentar la imagen internacional de Madrid como destino para estudiar y para emprender, y con el objetivo último de atraer talento internacional."
157,"A través de UNInMADRID, nuestra región contará con un organismo que definirá los principales atractivos de la oferta educativa universitaria y dual, en colaboración con todo el ecosistema universitario, y los divulgará en todas las Ferias y foros internacionales relevantes del sector, optimizando la eficiencia de los recursos público-privados y maximizando resultados en términos de atracción de estudiantes."
158,"Vamos a apostar porque la Comunidad de Madrid se convierta en el mejor ecosistema de educación superior, facilitando que aquellos nuevos centros relacionados con la Universidad que se quieran instalar en nuestra región puedan hacerlo."
159,"La libertad de elección se debe manifestar también en la libertad de que los centros, que cumplan todas las condiciones que la regulación exija, puedan tener acceso a la posibilidad de convertirse en centros universitarios de prestigio que incorporen valor a nuestro ecosistema universitario e innovador."
160,"Vamos a promover entre las Universidades madrileñas la oferta de Titulaciones Universitarias en modalidad dual, que combinan en su programa académico el conocimiento de las materias en las aulas con el aprendizaje en las empresas, otorgando una mayor importancia a las competencias relacionadas con “aprender a hacer”. En el mismo sentido, fomentaremos una coordinación entre el mundo educativo y el laboral, para que las necesidades laborales encuentren respuesta en la formación educativa."
161,"Para reducir la brecha entre el mundo educativo y el laboral, promoveremos nuevas iniciativas para potenciar el impacto del talento en la sociedad e impulsar la empleabilidad de los jóvenes."
162,También estableceremos pasarelas entre la Formación Profesional Superior y las Universidades.
163,"Desde la Comunidad de Madrid, complementaremos con una cantidad adicional las becas Erasmus, al objeto de garantizar que todos nuestros alumnos que, gracias al programa del bilingüismo saben perfectamente inglés, puedan estudiar un curso de grado en una Universidad europea que perfeccione su formación."
164,"Colaboraremos con las Universidades madrileñas para crear mecanismos que permitan liberar al profesorado y a los investigadores de la tramitación administrativa, tanto de la docencia como de la investigación. En el mismo sentido, trabajaremos para que los profesores e investigadores puedan conocer con antelación la publicación de todas las convocatorias de proyectos competitivos que va a haber a lo largo del año, tanto de ámbito nacional como regional, para que los investigadores cuenten con los recursos y el tiempo suficiente para preparar los proyectos."
165,Con los jóvenes
166,"Las políticas del Partido Popular piensan en los jóvenes de forma transversal, coordinando aspectos fundamentales como la educación, el empleo, la vivienda, los transportes, el ocio o la cultura; y fomentando la cultura del emprendimiento y el liderazgo, como herramientas de libertad."
167,"Como ejemplo, están la implantación del abono joven de transporte, la rebaja de un 30% en las tasas universitarias, la renovación del carné joven o la plataforma que unifica el acceso a los servicios de las oficinas de turismo. Este programa supone un nuevo compromiso con la juventud madrileña, el de crear infraestructuras específicas para los más jóvenes y, sobre todo, ayudarles para que tengan vivienda y puedan emanciparse. Éste es un programa elaborado pensando en los jóvenes."
168,"Crearemos el Plan “VIVE MADRID”, promoviendo la construcción de hasta 25.000 viviendas en suelo público, sin coste para la Comunidad, con el objeto de conseguir precios más bajos de alquiler, mediante concesiones en colaboración público-privada."
169,Pondremos en marcha ayudas directas que permitirán a los jóvenes su ahorro previo para la compra de vivienda o que facilitarán seguros de impago.
170,"Ampliaremos las deducciones por alquiler. Los jóvenes madrileños que vivan de alquiler podrán deducirse en el IRPF hasta un máximo de 1.200 euros, un 20% más del límite actual. Además, esta deducción por arrendamiento de la vivienda habitual se mantendrá para los menores de 40 años cuando presenten obligaciones familiares o se encuentren en situación de desempleo."
