id,phrases,party_id
16,"El comportamiento de la Comunidad de Madrid promoviendo la confrontación institucional y desentendién-
dose de los instrumentos acordados por el resto de comunidades en el Consejo Interterritorial del Sistema Nacional de Salud, tales como la Estrategia Estatal de Vacunación y los diferentes documentos de acciones coordinadas han supuesto pasos atrás en el reto más importante que afrontan tanto Madrid como España.",4
17,"Pero las carencias de nuestro sistema sanitario no son coyunturales, como la pandemia, sino estructurales. De hecho, Madrid es la región con el segundo más bajo gasto público sanitario por habitante de España y la que tiene menos médicos y enfermeras por población en los centros de salud. Volver a dotar a nuestra sanidad de los medios e instalaciones adecuados y apostar por la salud pública serán una prioridad esencial del próximo Gobierno socialista.",4
18,PLAN DE CHOQUE CONTRA LA COVID – 19,4
19,"La crisis sanitaria provocada por la COVID-19 ha golpeado fuertemente en la Comunidad de Madrid, por ello, es necesario intensificar los esfuerzos para luchar contra la pandemia y hacerlo de manera leal y coordinada con el Ministerio de Sanidad y con el resto de comunidades autónomas. La vacunación, la realización de más pruebas y una mayor rapidez en la comunicación de los resultados y el incremento del número de rastreadores a los recomendados por los expertos son esenciales, como también lo es la adaptación del sistema educativo.",4
20,"Convertir la vacunación en la gran prioridad. Haremos de la vacunación COVID-19 la prioridad número uno del Gobierno de la Comunidad, aprovechando al máximo las dosis recibidas, planificando y organizando la vacunación con efectividad y transparencia para alcanzar lo antes posible la inmunidad de la población.",4
21,Elaboración de planes de contingencia para prevenir y abordar posibles rebrotes derivados de la expansión del virus SARS-CoV-2 u otras circunstancias similares.,4
22,Hacer más de 200.000 pruebas semanales de acuerdo a la capacidad de la que dispone la Comunidad de Madrid.,4
23,"Procurar la apertura plena de todos los centros de salud, consultorios locales y Servicios de Urgencia de Atención Primaria, con refuerzo de sus plantillas, y con la dotación de los medios necesarios para atender tanto los casos sospechosos de COVID-19 como los demás problemas de salud, que incluya:",4
24,Recursos técnicos y humanos.,4
25,Adecuar las instalaciones y ampliar los centros sanitarios.,4
26,"Apertura, hasta completar la vacunación, de los centros de salud durante fines de semana y festivos.",4
27,"Cooperar lealmente con el Ministerio de Sanidad y el resto de comunidades autónomas a través del Consejo Interterritorial del Sistema Nacional de Salud para promover decisiones y esquemas basados en la cogobernanza, la cooperación y la coordinación.",4
28,"Poner en marcha un plan de recuperación por síndrome de burnout o síndrome de estrés postraumático de los profesionales sanitarios, tras la crisis sanitaria derivada de la COVID-19.",4
29,"Contratar el número de rastreadores recomendado por los expertos (alrededor de 2.000) para la detección, seguimiento y control de contactos, con condiciones de estabilidad, y establecer formas de organización que les permitan integrarse eficazmente en el sistema sanitario.",4
30,"Dotar de capacidad suficiente para analizar y remitir el resultado en veinticuatro horas de las pruebas PCR de todos los posibles casos sintomáticos y de contactos remitidas por los centros de salud, y de las realizadas en poblaciones específicas o ámbitos geográficos muy circunscritos.",4
31,"Adoptar medidas específicas dirigidas a la prevención y control de la pandemia en los barrios, localidades y colectivos más afectados por la misma y en situación de vulnerabilidad social.",4
32,"La enseñanza de carácter presencial es prioritaria e imprescindible; por eso los centros educativos deben ser lugares seguros
para los niños y las niñas, así como para los profesionales que trabajan en ellos. Para ello habrá que:",4
33,"Garantizar la educación presencial, implementando todos los recursos y apoyos necesarios para que el alumnado pueda continuar sus procesos educativos y formativos, con medidas de prevención, higiene y salud que hagan compatible la situación excepcional que vivimos con el derecho a la educación. ",4
34,"Llevar a cabo desde el Consejo Escolar de la Comunidad de Madrid, una evaluación de los protocolos, seguimiento de la pandemia (sin entrar a evaluar temas sanitarios), cambio de escenarios y casos concretos de confinamiento o aislamiento.",4
35,"Garantizar, en la medida de lo posible, que exista la figura del enfermero-escolar permanente en todos los centros docentes.",4
36,Propiciar la colaboración entre la Consejería de Educación y Juventud y las entidades locales para un retorno a la escuela con las mayores garantías. Poner en marcha de forma urgente convenios de colaboración entre la Consejería de Educación y las entidades locales para asegurar la limpieza e higienización de los centros educativos.,4
37,Asegurar una limpieza adecuada por parte de la Consejería en los centros de su competencia,4
38,"Actualizar los umbrales de renta y patrimonio y revisar las cuantías y los plazos de presentación de solicitudes de las becas y ayudas de la Comunidad de Madrid, con el fin de adaptarse a la situación actual derivada de las consecuencias de la COVID-19 y para garantizar que todos los alumnos disponen de los recursos necesarios para realizar sus estudios.",4
39,"Eliminar, para el curso 2021/ 2022, en educación superior, los recargos por segunda matrícula y posteriores, debido a las condiciones anómalas en las que ha transcurrido el último curso académico.",4
40,"Impulsar un protocolo específico para garantizar que el alumnado con necesidades educativas especiales recibe una enseñanza de calidad en caso de cuarentenas o confinamientos puntuales, que deberá contemplar acciones específicas de vínculo y acompañamiento. Mantener en esos casos, con los medios necesarios, las actividades esenciales, es decir, aquellas dirigidas a realizar sesiones terapéuticas (fisioterapia, psicología, logopedia) para los alumnos con necesidades educativas especiales que las requieran. ",4
41,Creación de un fondo extraordinario de liquidez no reembolsable para los Ayuntamientos que ayude a corregir los desequilibrios presupuestarios a consecuencia de la crisis de la COVID-19.,4
42,SALUD PÚBLICA,4
43,"Proteger y promover la salud pública como método de prevención, abordaje y seguimiento de situaciones como la que hemos vivido será la gran prioridad del Gobierno socialista en todas las políticas públicas ya que la crisis sanitaria provocada por la COVID-19 ha puesto de manifiesto las grandes deficiencias del sistema sanitario madrileño, el déficit que sufre en infraestructuras, profesionales y equipamientos y la necesidad de disponer de un sistema fuerte, universal e igualitario.",4
44,"El establecimiento de una estructura institucional que sirva como instrumento para el desarrollo y fortalecimiento de la Salud Pública en la región, y para una más eficaz coordinación y colaboración con el Centro Estatal de Salud Pública y Calidad Asistencial.",4
45,Reforzar la Red de Vigilancia de Salud Pública ,4
46,Presentación de los proyectos de Ley de Salud Pública.,4
47,"Volver a crear el Instituto de Salud Pública de la Comunidad de Madrid, suprimido en 2008, para desarrollar políticas específicas en la materia y para una mayor coordinación con el Centro Estatal de Salud Pública y Calidad Institucional.",4
48,"Desarrollar con urgencia un Plan de Emergencias de Salud Pública frente a epidemias y otras crisis sanitarias, incorporando los principios y las experiencias más actuales en preparación de emergencias de salud pública.",4
49,Poner en marcha un Plan de formación en gestión y atención de epidemias –específicamente COVID-19dirigido a equipos sanitarios.,4
50,"Establecer Planes Estratégicos de Gestión del Personal que permitan reforzar las plantillas en momentos de máxima tensión
del sistema asistencial.",4
51,"Crear Equipos de Respuesta Rápida y planificar las necesidades de personal requerido en el Plan de Emergencias, preparando su formación.",4
52,"Reforzar el nombramiento de los responsables máximos de Salud Pública, en tanto que son máxima autoridad sanitaria profesional, garantizando una protección especial de su independencia científico-profesional.",4
53,SANIDAD,4
54,"El Servicio Madrileño de Salud (SERMAS) se encuentra al borde del colapso tras el impacto de la pandemia y la inacción de 26 años de gobiernos del PP y la gran deuda acumulada con los operadores privados. El gasto público sanitario por habitante de Madrid es el segundo más bajo de España, en 2019 fue un 11% inferior a la media de España (-146 euros/persona). Es necesario dotar de más y mejores medios a nuestros hospitales públicos, pero sobretodo es imprescindible una apuesta firme por la atención primaria, creando una red de centros de salud que den respuesta a las necesidades de la ciudadanía con servicios eficaces y cercanos. También nos proponemos ampliar las fronteras y el alcance del sistema potenciando la salud mental y la salud dental.",4
55,"Reafirmar en la sanidad de Madrid los valores y principios del Sistema Nacional de Salud, garantizando la cobertura universal de la asistencia sanitaria y el cumplimiento de los principios básicos a los que responde la sanidad pública: universalidad, igualdad, no discriminación, accesibilidad, equidad, solidaridad y calidad.",4
56,"Incorporar los principios e instrumentos de buena gobernanza a todos los niveles de la sanidad de Madrid. Para implementarlos en la Comunidad de Madrid, se exige el cumplimiento en su totalidad y sin dilación de la Ley 11/2017, de 22 de diciembre, de Buen Gobierno y Profesionalización de la Gestión de los centros y organizaciones Sanitarias del Servicio Madrileño de Salud, especialmente en lo relativo a la implantación de los Consejos Territoriales de Salud y las Direcciones Territoriales.",4
57,"Urgencias hospitalarias que atiendan con urgencia. Adoptar el estándar internacional de atender como máximo en 4 horas al 90% de pacientes de las urgencias hospitalarias, poniendo los medios para ello, e informando de su cumplimiento.",4
58,Dar respuesta a las quejas y reclamaciones de los usuarios de la Sanidad Pública con un sistema ágil y transparente de tratamiento de las mismas.,4
59,Reordenar la Atención Primaria para atender los centros sociosanitarios y para una mejor coordinación con los servicios sociales mediante:,4
60,La dotación a las residencias de mayores y de personas con discapacidad de unos servicios de Atención Primaria adecuados a las necesidades de los residentes en estos centros.,4
61,"El diseño e implementación de los protocolos de coordinación y planes de contingencia entre la Atención Primaria y los servicios sociales generales y especializados para una correcta atención a la población residente en centros sociosanitarios y otros grupos de especial vulnerabilidad, para responder con agilidad y eficacia a sus necesidades.",4
62,Desarrollar una red de hospitales de media y larga estancia como sistema de apoyo a los servicios de Atención Primaria en las residencias de mayores.,4
63,"Desarrollar con urgencia un Plan Digitalización en Atención Primaria, que incorpore la telemedicina y la atención telefónica al funcionamiento normalizado de los centros de salud, así como el desarrollo de proyectos piloto para la implantación de agendas inteligentes de atención primaria y de incorporación de nuevas tecnologías de información y comunicación.",4
64,"Plan Renove de Centros de Salud. Iniciar 30 nuevos centros de salud y dignificar los actuales, empezando por las infraestructuras más antiguas. Nos comprometemos a realizar la inversión necesaria para mejorar los actuales centros y construir más de 30 nuevos centros en los próximos años.",4
65,"Recuperar las citas aplazadas de los enfermos no-COVID. Pondremos en marcha un Plan Especial para poner al día lo antes posible la atención de los pacientes no-COVID cuyas citas se han visto aplazadas por la pandemia COVID-19. Para ello este Plan incluirá utilizar toda la capacidad asistencial del SERMAS incluyendo, entre otras medidas, extender la actividad programada a la tarde.",4
66,"Recapitalizar la sanidad madrileña. Aprovechar con eficiencia los fondos de la UE para invertir en ampliar la red de centros de salud y recapitalizar todos los hospitales, especialmente aquellos con grandes proyectos pendientes (12 de Octubre, La Paz, Gregorio Marañón) y ampliar la capacidad de los hospitales con espacios desaprovechados.",4
67,"Dotar de más camas de media y larga estancia al Servicio Madrileño de Salud. Impulsaremos los cambios necesarios en la dotación de recursos, en la organización y en el funcionamiento del conjunto de los servicios para ofrecer una buena atención a las personas mayores, y a pacientes frágiles, con enfermedades crónicas y necesidades sanitarias complejas, priorizando la autonomía y la prevención de la dependencia. Nuestro compromiso incluye la apertura de hospitales de media y larga estancia en los antiguos edificios del Hospital Puerta de Hierro en Madrid-ciudad y de El Val en Alcalá de Henares y avanzar en la planificación de dispositivos asistenciales intermedios (unidades de media y larga estancia, centros de rehabilitación, hospitales de día, centros/unidades clínicas comunitarias, etc.) para responder a las necesidades que genera el envejecimiento de la población y el aumento progresivo de personas con necesidades asistenciales complejas.",4
68,"Plan de Salud y de Políticas Saludables con objetivos cuantificados para “poner salud en todas las políticas”, involucrando en él a todas las consejerías e instituciones regionales. Este plan de salud incluirá un ambicioso programa de educación para la salud, promoverá el ejercicio físico y el envejecimiento saludable, impulsará la salud sexual y reproductiva, incluirá servicios contra el tabaquismo y las adicciones, luchará contra la obesidad infantil, e incorporará la eliminación de la hepatitis C y el logro del objetivo 90-90-90 contra el SIDA de la OMS, todo ello con un enfoque de género y contando con los actuales observatorios regionales.",4
69,"Contribuir desde la Comunidad de Madrid a la Estrategia de Salud Digital del Sistema Nacional de Salud que se desarrollará en coordinación y colaboración entre las comunidades autónomas y el Ministerio de Sanidad con la participación de los sectores y actores implicados y proveer sistemas de información que aseguren la interoperabilidad, la agilidad y su adecuación a la realidad clínica, velando por la eficiencia y la eficacia en la gestión sanitaria también mediante la creación de equipos médicos y directivos interdisciplinares, fomentando la interoperabilidad técnica, semántica y de organización entre atención primaria, atención hospitalaria y centros de investigación sanitaria con modelos en red.",4
70,"Impulsar la Enfermería Familiar-Comunitaria para incrementar los cuidados sanitarios de atención domiciliaria sobre todo en la atención a pacientes crónicos, convalecientes, encamados, ancianos frágiles, situaciones de postparto, y pacientes con necesidades especiales, en coordinación con los cuidadores familiares, con los equipos de Enfermería Hospitalaria y con los Servicios Sociales, y muy especialmente para cubrir adecuadamente las necesidades de atención en las residencias de mayores.",4
71,Reforzar las unidades de cuidados paliativos para garantizar el acceso a todas las personas que lo necesiten en un centro sanitario cercano a su domicilio.,4
72,"Crear un Plan de Atención Sanitaria Rural para los municipios pequeños y alejados de los grandes núcleos de población, en el que se potenciará la atención urgente de proximidad (Servicio de Urgencias Rural en Atención Primaria).",4
73,Dotar de financiación estructural a los Institutos de Investigación Sanitaria para que posean suficiencia financiera en el sostenimiento de su estructura científica y de gestión.,4
74,"Priorizar los servicios de salud mental. Analizar las necesidades de atención en salud mental derivadas de la pandemia, con especial prioridad para los pacientes infanto-juveniles y para dotar los centros de salud mental, de modo que se garantice efectivamente y a tiempo el acceso a todos sus servicios. Coordinar los recursos de las redes de salud mental y de tratamiento de adicciones con la red de atención social.",4
75,"Establecer en 30 días el tiempo máximo de demora para consulta de salud mental no urgente en el sistema público y a realizar el seguimiento de las demoras en citas, publicando mensualmente la lista de espera para los distintos tipos de servicios, desagregando pacientes infanto-juveniles y adultos, al igual que se hace para las intervenciones quirúrgicas.",4
76,"Desarrollar los recursos necesarios para la intervención precoz, incluidos centros de día y la adopción de medidas preventivas coordinadas con los servicios de salud escolar, ante los problemas de salud mental infanto-juveniles.",4
77,Impulsar una estrategia de protección de la salud mental con especial alcance en la población joven que conlleve la creación de un Observatorio Regional de Salud Mental.,4
78,Puesta en marcha de la Ley de Salud Bucodental. Con su Programa de Atención Dental Infantil (PADI) garantizaremos a todos los menores madrileños entre 7-16 años una atención dental completa y un dentista de cabecera responsable de su salud bucodental; así como ayudas para el acceso a la atención dental de las personas con menos recursos.,4
79,"Garantía de servicios de atención dental a un nivel adecuado a los grupos de población con necesidades médicas o sociales especiales, como son las personas con discapacidad intelectual, ciertas enfermedades raras, los pacientes con anorexia y bulimia, embarazadas y madres lactantes, y los ancianos edéntulos sin recursos.",4
80,"La creación de la Unidad de Salud Dental Comunitaria en el SERMAS que vele por la salud bucodental de los madrileños y madrileñas, y por la calidad de los servicios, sean públicos o privados.",4
81,"Coordinación con los servicios sociales para atender bien a nuestros mayores y a cuantos lo necesitan. La sanidad, la atención a la dependencia y los servicios sociales precisan una estrecha coordinación a todos los niveles y especialmente en la base. Pacientes crónicos, personas con demencia, bastantes pacientes mentales, ancianos frágiles y convalecientes, entre otros, necesitan con frecuencia servicios sociales de proximidad.",4
82,"Crear registros regionales de implantes y de ciertas enfermedades (Parkinson, Esclerosis Múltiple, ELA, entre otras) para mejorar la calidad y seguridad de la atención, posibilitando la investigación clínica y la evaluación, y un seguimiento específico a pacientes con secuelas del COVID-19",4
83,Favorecer la compra centralizada de medicamentos y productos sanitarios.,4
84,"Defender la libertad de movimiento de pacientes en todo el SNS. La sanidad pública de Madrid es parte del Sistema Nacional de Salud, por ello queremos que la ciudadanía madrileña reciba atención sanitaria en igualdad de condiciones cuando se desplace a otra comunidad.",4
85,"Reforzar las plantillas en el sector sanitario, incorporando de forma inmediata a aquellos especialistas de medicina familiar, salud mental, medicina preventiva y salud pública formados y que han finalizado su especialidad.",4
86,"Acabar con la temporalidad de nuestros profesionales sanitarios, con una gestión adecuada de los recursos humanos y retributivos suficientes que permitan la cobertura del 100% de las plazas en todo el territorio de la Comunidad de Madrid.",4
87,"Cumplir de forma inmediata el fallo del Tribunal Superior de Justicia de Madrid que obliga a elaborar un plan de prevención de riesgos laborales con la valoración de los puestos de trabajo de los médicos de Atención Primaria y pediatras, evaluación de riesgos de los mismos y determinación de la carga de trabajo. Establecer el número máximo de pacientes a atender por jornada de trabajo y el tiempo mínimo de dedicación a cada uno.",4
88,RECUPERACIÓN ECONÓMICA,4
89,"La Comunidad de Madrid ha sido una de las comunidades autónomas donde más ha caído su Producto Interior Bruto. Esto no se ha debido solo a la intensidad de la pandemia, sino también a una ausencia de fundamentos sólidos de la economía madrileña y de una estrategia coherente. El Gobierno regional, además, se ha mostrado lento y errático a la hora de apoyar a las empresas madrileñas, siendo el único que no ha puesto en marcha un programa de ayudas directas a la hostelería.",4
90,"Las propuestas de este apartado parten de dos premisas. La primera es que es urgente aprovechar la oportunidad que supondrán los fondos del Plan de Recuperación, Transformación y Resiliencia y la segunda es que Madrid puede y debe liderar las grandes transformaciones que se viven en España y Europa: la recuperación del crecimiento económico y el empleo, la transición ecológica de la economía, la digitalización y la cohesión social y territorial. Nos comprometemos, dada la duración de la legislatura y la excepcionalidad de la situación, a no tocar la fiscalidad. Todo esto debe comenzar por una buena base, que es el sistema educativo y donde el mayor riesgo es mantener en el poder a un gobierno que ha hecho que Madrid sea la comunidad donde el gasto en esta materia es el menor de todo el país. Es hora de tener un Ejecutivo regional que presuma menos y trabaje en serio.",4
91,"PLAN DE RECUPERACIÓN, TRANSFORMACIÓN Y RESILIENCIA. FONDOS EUROPEOS.",4
92,"La Comunidad de Madrid debe dotarse de forma inmediata de una estrategia clara y ambiciosa si quiere ser exitosa en la captación de fondos del Mecanismo de Recuperación y Resiliencia, canalizados a través de las inversiones que se recogen en las distintas políticas y componentes en los que se estructura el Plan de Recuperación, Transformación y Resiliencia. Estamos ante una oportunidad histórica no solo de paliar con estos recursos algunas de las peores consecuencias de la crisis sanitaria y económica, sino también de emprender una transformación profunda de la economía regional y sus principales políticas públicas para liderar las transformaciones que viven España y Europa en ámbitos como la transición ecológica, la digitalización, la cohesión social o la igualdad de género. ",4
93,"En los 100 primeros días de su mandato, el Consejo de Gobierno aprobará un proyecto de presupuestos regionales que canalice los fondos europeos y dé respuesta a los principales problemas de la ciudadanía de la Comunidad de Madrid",4
94,"Orientar la estrategia regional de captación y empleo de fondos europeos para fortalecer el tejido social y productivo de la región a través de la transformación ecológica y digital de la economía y el fomento de políticas de igualdad para mejorar la cohesión social y territorial, en línea con las prioridades europeas, dado que es la región con mayor desigualdad de España.",4
95,"Crear una estructura para la gestión de los fondos europeos que permita una ejecución ágil y transparente, al contrario de lo que actualmente ocurre, dado que es la región de España más atrasada en la ejecución de fondos como de hecho ocurre para el Fondo Europeo Agrario de Desarrollo Rural. Fomentar la transparencia, la evaluación y la rendición de cuentas de dichos fondos ante la Asamblea de Madrid. Esta estructura debe absorber funciones de promoción de las posibilidades de fondos, actuando de antena y fuente de información tanto para ayuntamientos como para beneficiarios finales, en este caso los y las madrileñas. Asimismo, se encargará de identificar las sinergias y oportunidades que producen con otros fondos europeos ya existentes, como LIFE, Europa Creativa u Horizonte Europa donde Madrid está claramente perdiendo oportunidades.",4
96,Crear un hub de ciencia y salud que canalice los fondos europeos y favorezca el liderazgo nacional y europeo de la región en estas materias. ,4
97,"Orientar las prioridades a atajar los principales problemas que sufre la sociedad madrileña, especialmente en los casos en los que estos se alineen con los identificados por la Comisión Europea y por tanto sean objeto de financiación por el Plan de Recuperación",4
98,"En Madrid se crearán, con nuestro propio Plan de Recuperación, 125.000 empleos en los próximos tres años.",4
99,"Favorecer el acceso a la vivienda con especial atención a jóvenes y mujeres con familias monoparentales, para lo que se deberá ofrecer suelo residencial ya desarrollado para poder acceder de forma rápida a los fondos para la construcción de un parque de viviendas públicas de alquiler eficientes.",4
100,"Reducir los elevados niveles de contaminación, principalmente vinculada a la movilidad y el transporte y la baja eficiencia energética que incide en la pobreza energética. También por la sobreexplotación de recursos en determinadas áreas del territorio más rurales como la Sierra Norte, la Comarca Sur-Este y la Sierra Oeste y falta de una verdadera política para el fomento de la economía circular a través del reciclado y la valorización de los residuos y subproductos industriales.",4
101,Medidas para paliar la pérdida progresiva del tejido industrial.,4
102,"Apoyo a la digitalización de las empresas madrileñas, que les ayude a ser más eficientes y por tanto a competir en mejores condiciones en el mercado global.",4
103,"Apuesta por la incorporación de conocimiento, la transferencia del conocimiento y la innovación al tejido. empresarial con mecanismos que permitan una mayor implicación de las universidades madrileñas, de los centros públicos de investigación del Estado con algunos de sus principales centros localizados en la región, en ámbitos como la biomedicina, los nuevos servicios y tecnologías digitales, la construc-ción y materiales avanzados, las energías renovables y la gestión del agua.",4
104,"Políticas públicas para el fomento de la igualdad de oportunidades a través de un sistema público de educación robusto y adaptado a las necesidades de la población, con especial orientación a los más vulnerables. Y la generación de capacidades en los empleados y desempleados para recualificarlos orientándoles para los trabajos en el ámbito de la economía verde y digital.",4
105,"Fomento de la Formación Profesional moderna y adaptada a las necesidades reales del mercado laboral, ya que conseguir una plaza pública en la Comunidad de Madrid es misión imposible. Una formación profesional que abra oportunidades de empleo que permita el acceso y la estabilización de los jóvenes en su acceso al mercado de trabajo.",4
106,"Participación de los municipios de la región en la identificación de necesidades y la ejecución de proyectos, dado que son las administraciones más próximas a las necesidades de los habitantes de la región.",4
107,MADRID ECONOMÍA LÍDER,4
108,"Madrid parte de una situación privilegiada para impulsar un nuevo modelo económico alejado de la especulación inmobiliaria y de actividades de poco valor añadido. Madrid tiene la oportunidad de convertirse en un referente de dinamización económica, protagonizada por el talento de sus trabajadores. La comunidad está preparada para apostar por una diversificación económica que dé mayor peso al sector industrial, pymes y autónomos, además de nuevas políticas para el comercio y el turismo, incluyendo ayudas directas a los sectores más afectados por la pandemia.",4
109,Los socialistas abogamos por que esta transformación vaya acompañada de creación de empleo de calidad y condiciones laborales dignas y justas.,4
110,ECONOMÍA Y EMPLEO,4
111,"Abrir y conectar los dominios públicos, privados y cívicos a través de:",4
112,"La creación de una guía para la apertura del dominio público madrileño a la innovación y la generación de valor entre el sector público, el privado, el tercer sector y la economía social.",4
113,La identificación e impulso a líderes internos y externos de la transformación.,4
114,"La creación de incubadoras, living labs o eco-labs de co-creación para el contacto efectivo del talento intra y extramuros con objeto de trabajar colaborativamente en la resolución de problemas.",4
115,"El impulso desde la Administración regional de la Compra Pública Innovadora (CPI), de manera que contribuya a promover objetivos estratégicos en la provisión de servicios y productos demandados por la Administración de la Comunidad de Madrid.",4
116,"Dada la experiencia piloto con el Early Warning o alerta temprana, profundizar en un servicio integral y centralizado que responda al ciclo de vida empresarial completo:",4
117,"Acompañamiento en el nacimiento de un negocio con ayudas al emprendimiento, planes de empresa y viabilidad.",4
118,"Diagnóstico de la situación del negocio cuando está en dificultades, determinar su gravedad y ofrecer alternativas.",4
119,"Reestructuración y reorientación del negocio con una red de mentores especializados, que debe tener en consideración la particularidad de los autónomos.",4
120,"Acompañar en el cierre ordenado de la empresa, evitar sus graves consecuencias y ofrecer una verdadera segunda oportunidad.",4
121,"Realizar un Plan de Revisión de Gastos, evitando consolidar aquellos innecesarios, de carácter ineficaz por su escaso alcance económico o social.",4
122,Desarrollar el programa Garantía Madrid. Acompañamiento y asesoramiento para el cumplimiento de los estándares de las mejores prácticas en cualquier tipo de empresa de la Comunidad de Madrid.,4
123,Modernización de los servicios de Empleo de la Comunidad de Madrid con las siguientes prioridades:,4
124,Modernización urgente de las infraestructuras de los servicios públicos de empleo de la Comunidad de Madrid: Infraestructuras de la Red de oficinas de empleo; Medios Informáticos-software a medida y Portal de empleo con acceso directo de las empresas.,4
125,"Estabilización de la plantilla, sobre todo de los interinos con más de 20 años.",4
126,"Revisión y planificación de la formación, revisando las necesidades de la industria y servicios territorialmente.",4
127,Itinerarios de formación complementarios a los itinerarios de profesionalidad.,4
128,"Llevar a cabo una evaluación integral de las políticas activas de empleo, para centrar el presupuesto en aquellas que funcionan y descartar las menos eficaces. Además, estas actuaciones pondrán el foco en las personas mayores de 50 años, los jóvenes y las mujeres. El servicio público de empleo regional procurará un mayor acercamiento a las empresas y a los entes locales y se incrementará la digitalización de los procedimientos para concentrar sus recursos humanos en tareas de orientación.",4
129,Potenciar el programa Emplea Madrid. Concesión de incentivos para la contratación indefinida de personas que han perdido su trabajo durante la crisis sanitaria definitiva o temporalmente y afectados por ERTES.,4
130,Apoyar la contratación de personas con discapacidad afectadas por la crisis COVID-19.,4
