id,phrases
30,"Se trabajará sobre un abordaje centrado en revertir las desigualdades en salud y bienestar, especialmente en el marco de las nuevas vulnerabilidades destapadas y acrecentadas por la pandemia de COVID-19, que han venido a sumarse a las existentes previamente y han mostrado como una sociedad desigual es una sociedad más débil ante las adversidades."
31,"Se impulsará la Receta Social y se incluirá la prescripción social en la cartera de servicios del SERMAS, con incorporación en los sistemas de historia clínica electrónica y formación sobre su realización y recursos de la comunidad para su puesta en práctica."
32,"Se reembolsarán los copagos farmacéuticos y no farmacéuticos (terapias de fisioterapia, logopedia, terapia ocupacional) en aquellas rentas inferiores a 18.000 euros brutos anuales así como en otros supuestos como situación de desempleo, y personas con hijos/as a cargo que tengan una enfermedad crónica o una discapacidad superior al 33%."
33,"Se implantarán topes de aportación según renta en la población activa para evitar las barreras de acceso económico a la adherencia a los tratamientos, eliminando la pobreza farmacéutica."
34,"Se implementarán mecanismos para hacer efectivas medidas de compensación con el objetivo de reembolsar el copago farmacéutico y los copagos no farmacéuticos a las personas extranjeras no registradas ni autorizadas como residentes en España, que por dificultades económicas o encontrarse en situación de exclusión social puedan estar en riesgo de una inadecuada adherencia terapéutica."
35,"Garantizaremos el cumplimiento de la Ley 4/2017 del 9 de marzo, de derechos y garantías de las personas en el proceso de morir, velando por su cumplimiento, especialmente en los colectivos más desprotegidos (personas con discapacidad, población pediátrica, personas en riesgo de exclusión, ...), garantizando de este modo, con los recursos materiales y profesionales adecuados, la cobertura completa de cuidados y atención al final de la vida para las personas que así lo necesiten y deseen."
36,"Impulsar el registro de voluntades anticipadas impulsando mecanismos que permitan acercar la posibilidad de que los madrileños y madrileñas puedan conocerlas y llevarlas a cabo, favoreciendo la información a través de los Servicios de Atención al Usuario tanto en Atención Primaria como en los Hospitales."
37,"Garantizar el cumplimiento de la Ley Orgánica de Eutanasia de una forma garantista, mediante el cumplimiento a nivel autonómico de lo regulado en dicha ley y ofreciendo a los profesionales la formación y garantías necesarias, así como a la población el acceso a este derecho. Impulsaremos la Comisión de Seguimiento de la Ley de la Eutanasia con la creación del Comité de Seguimiento en el plazo que recoge la ley y poniendo en marcha todos los protocolos para hacer efectivo el cumplimiento de la ley. Todo esto se hará garantizando los recursos profesionales y la financiación pública adecuados."
38,"Garantizaremos un igual derecho a la salud de las mujeres y los hombres a través de la integración activa del principio de igualdad en los objetivos y en las actuaciones de las políticas de salud, que asegure tanto la igualdad de oportunidades como de resultados. Se incluirá la perspectiva de género en todos los programas y planes de salud."
39,Reconstruyendo el sistema sanitario
40,"En medio de la pandemia no podemos solamente mirar dentro del marco que nos impone la coyuntura, se hace necesario actualizar ciertas propuestas a la luz de lo acontecido en el último año mientras miramos a las carencias de largo recorrido y las necesidades ya pre-existentes."
41,"Proponemos un modelo sanitario basado en el territorio que contemple el bienestar físico, mental y social según las necesidades reales distribuidas por áreas de salud y centrado en la Atención Primaria."
42,Un modelo de salud primarista de orientación comunitaria que integre de manera armónica los niveles asistenciales con la salud mental y los servicios sociales en colaboración con todas las administraciones y que apueste por la gestión y provisión públicas.
43,"Un modelo que alinee sus planes estratégicos en torno a valores como la equidad, la transparencia y la evaluación continua de sus políticas sanitarias y la rendición de cuentas, que desarrolle los mecanismos necesarios que garanticen la calidad y la solvencia del sistema sanitario."
44,"Se creará la Dirección General de Salud Pública y Determinantes Sociales de Salud, añadiendo a la actual DG de Salud Pública la realización del análisis, estudio y diagnóstico de dichos determinantes sociales, junto con la elaboración de políticas públicas encaminadas a reducir las desigualdades sociales en salud."
45,"Se dotará de mayor número de profesionales dicha Dirección General, no solo para el control de la situación en el marco de la coyuntura generada por la pandemia, sino también para poder impulsar el necesario liderazgo de la salud pública en el conjunto de las políticas de salud."
46,Se implantará y extenderá la historia socio-sanitaria compartida.
47,"Se derogará la ley que incluye la creación del Área Única (Ley 6/2009) y se conformarán diferentes áreas de salud y bienestar como estructura nuclear administrativa y asistencial, haciendo coincidir en dichas áreas los diferentes niveles asistenciales considerando factores geográficos, socioeconómicos, demográficos, laborales, epidemiológicos, culturales, climatológicos y de dotación de vías y medios de comunicación, así como las instalaciones sanitarias."
48,"Se distribuirá la población de referencia asignada a las diferentes áreas, a la población no censada y a los diferentes centros sanitarios según necesidades y recursos disponibles en cada área."
49,Se elaborará un mapa socio-sanitario y se realizará un estudio de necesidades poblacionales en las diferentes áreas de la Comunidad de Madrid que tome en consideración los diferentes niveles asistenciales e integre los servicios socio-sanitarios.
50,"Se implementarán sistemas de coordinación socio-sanitaria en cada Área de Salud y Bienestar, disponiendo de nuevos mecanismos de trabajo en red en toda la región y el uso coordinado y fluido de los diferentes dispositivos socio-sanitarios."
51,"En cada área de salud y bienestar se trabajará en los centros educativos, asociaciones de vecinos, organizaciones sociales, culturales y deportivas y demás activos en salud mapeados, en coordinación con los diferentes servicios socio-sanitarios para actuar en la prevención de los trastornos de la conducta alimentaria, el consumo de sustancias de abuso, la creciente adicción al juego y la promoción de los estilos de vida saludables con especial énfasis en la educación afectivo-sexual con visión de género y de trato. Se fomentará la figura de la enfermera escolar en coordinación con los centros de Atención Primaria."
52,"Se potenciará la coordinación y el uso de sinergias con el resto de dispositivos educativos, deportivos y culturales, como por ejemplo, impulsando la Receta Deportiva para fomentar que desde los centros sanitarios, en coordinación con los profesionales del deporte y los programas diseñados por ellos, se prescriba el ejercicio físico para prevenir y tratar numerosas enfermedades."
53,"Se propondrá al Ayuntamiento de Madrid la creación de un Consorcio de Salud y Bienestar entre el Ayuntamiento de Madrid y el Gobierno autonómico, contemplando mecanismos de cooperación con el resto de municipios, con presencia de la sociedad civil (FRAVM, etc.) que ayude a redefinir funciones, eliminar duplicidades, propiciar apoyos sinérgicos y monitorizar de manera estable los espacios compartidos (salud pública, emergencia extrahospitalaria, salud comunitaria, adicciones, ...)."
54,"Se propondrán medidas para el fomento de la salud sexual, aprovechando el mapeo de activos en salud, reforzando y apoyando la labor que realiza el tercer sector y potenciando alianzas con distintos actores a nivel sanitario, social y educativo. Se implementarán políticas de prevención para evitar nuevas infecciones por VHC, VIH y otras ITS."
55,"La Comunidad de Madrid en colaboración con el ayuntamiento cumplirá con la Declaración de París, de cara al Objetivo 90-90-90 y adhesión e implementación del Pacto Social por la no discriminación y la Igualdad de trato asociada al VIH."
56,Se continuará desarrollando la implantación de la profilaxis pre-exposición para VIH (PrEP) en la Comunidad de Madrid en consonancia con los protocolos elaborados por el Ministerio de Sanidad.
57,"Se implementará una estrategia transversal para la Prevención y Actuación contra Mutilación Genital Femenina donde se implicará a profesionales sanitarios, de educación y del ámbito social."
58,Se garantizará la fecundación in vitro (FIV) para las mujeres sin pareja o con pareja femenina de cualquier edad hasta la edad límite establecida para las FIV.
59,Se implantará un banco de óvulos y semen de carácter público y se ampliarán las indicaciones actuales para vitrificación de ovocitos para mayores tramos de edad y situaciones especiales. Se estudiará la incorporación del diagnóstico genético preimplantacional en centros públicos de referencia.
60,Se comenzará el proceso de incorporación de las Interrupciones Voluntarias del Embarazo (IVEs) dentro de la red pública del SERMAS.
61,Se elaborará un plan de formación en violencia de género para profesionales sanitarios que incluya indicadores para la detección y el diagnóstico precoz. Se ampliarán los dispositivos sanitarios de evaluación de los daños tras una agresión sexual.
62,"Revisar el protocolo de seguimiento postparto para, al menos, equiparar las citas de seguimiento de la familia, y especialmente de la madre, a las que tiene el bebé hasta los 2 años, incorporando en dicho protocolo la atención a la salud física y emocional de la madre y la familia, con visitas de control a las matronas y a las trabajadoras sociales comunitarias a fin de detectar cualquier tipo de necesidad psicosocial de la mujer y la familia, y especialmente cualquier situación de depresión post parto y/o maltrato machista a fin de derivar su atención a especialistas. Especial atención al proceso de lactancia y a la reincorporación al trabajo."
63,Crearemos un programa de acompañamiento psicosocial a las familias de bebés prematuros con periodo de incubadoras.
64,Se desarrollará un Plan de Atención y Acompañamiento al duelo perinatal y neonatal.
65,Planteamos la necesidad de abordar un proceso de fortalecimiento y reforma de la Atención Primaria basada en cinco ejes fundamentales:
66,"I) aumento de la inversión presupuestaria en atención primaria (hasta el 20% del gasto sanitario público) ,"
67,"II) ampliación de la cartera de servicios y rediseño de los roles profesionales dentro de los equipos de atención primaria,"
68,"III) impulsar las innovaciones organizativas basadas en la gestión por parte de los profesionales y en la incorporación de la complejidad clínica y social para organizar la asistencia (por ejemplo, pilotando las agendas inteligentes),"
69,"IV) dignificación de las condiciones laborales tanto a nivel de estabilidad en la contratación como en la implantación de mejoras organizativas encaminadas a la conciliación laboral-familiar, la cobertura de las sustituciones y el impulso y extensión de la carrera profesional a todos los colectivos,"
70,"V) fomento de la orientación comunitaria de la atención primaria tanto en sus objetivos como en los criterios de evaluación de la asistencia prestada,"
71,VI) Agilizar la dotación de presupuesto para las reformas y nuevas construcciones de centros de salud que llevan incluidas en el listado de necesidades estructurales desde hace más de una legislatura completa.
72,"Con el objetivo de aumentar a 12 minutos por consulta la duración de los encuentros clínicos, incrementaremos las plantillas de Atención Primaria en 800 médicos/médicas de familia, 175 pediatras y 900 enfermeras, abordando de esta manera el déficit estructural de profesionales."
73,"Fortaleceremos las denominadas unidades de apoyo de Atención Primaria con fisioterapeutas, logopedas, farmacéuticos y trabajadores sociales con la incorporación de podólogos, dietistas-nutricionistas y terapeutas ocupacionales."
74,Recuperación de las medidas previamente aprobadas de incentivo y remuneración de la penosidad de los turnos de tarde en atención primaria establecidas en un 15% del salario proporcional al número de tardes realizadas.
75,"Aumento de la dotación de matronas de Atención Primaria y homogeneización de sus funciones, fomentar su trabajo con la comunidad, a través de los grupos de pre-parto y post-parto, formaciones sobre lactancia materna y crianza y aumentar su presencia en espacios socio-comunitarios."
76,"Ahondar, de la mano de los profesionales de Atención Primaria, en las estrategias de desburocratización de la práctica asistencial, especialmente en relación a la emisión de justificantes de reposo;"
77,"a este respecto, se creará, dentro de las posibilidades de nuestro marco competencial, el marco legislativo necesario para que los y las trabajadores/as puedan autojustificar las ausencias por enfermedad inferiores a 72 horas, con periodicidad máxima a estudiar, sin que sea precisa la emisión de un documento justificativo por parte de ningún profesional sanitario, incorporando elementos de protección del trabajador para que esto no pueda ser utilizado como justificación para el despido."
78,Elevación a la instancia competencial competente de las necesidades legislativas que sean precisas más allá del marco autonómico.
79,Introducción en la historia clínica electrónica de atención primaria de variables de fácil recogida y visualización acerca de la condición socioeconómica dentro de la historia socio-sanitaria.
80,"Adecuación del uso del correo electrónico, el teléfono y la videollamada, con el tiempo en agenda correspondiente, para los trámites y consultas que no precisen de presencia física para su realización, y garantía de que los profesionales contarán con los materiales necesarios (y el tiempo) para ello."
81,"Se potenciará la figura del farmacéutico de atención primaria en su labor formativa así como en el control compartido con los/as médicos/as y enfermeros/as de atención primaria de los pacientes polimedicados, potenciando las líneas de acción en relación con la prescripción, la deprescripción y el uso adecuado del medicamento, e integrando dicha figura en los Equipos de Atención Primaria."
82,"Desarrollar la figura del personal administrativo sanitario, con competencias específicas, remuneración acorde y capacidad para ordenar y gestionar la demanda."
83,"Fortalecer los equipos de atención bucodental de la Comunidad de Madrid con ampliación de las plantillas de odontólogos e higienistas, expandiendo la cobertura y prestaciones incluidas en la cartera de servicios del Servicio Madrileño de Salud para garantizar que el gasto en prestaciones odontológicas fundamentales no suponga una barrera para el acceso."
84,"Dotar de suficientes medios a las unidades de fisioterapia y logopedia de AP, que les permita atender con tiempo y recursos adecuados a los usuarios y ofrecer enseñanza en el uso de ayudas técnicas (bastones, muletas), para aumentar su grado de autonomía."
85,"Fortalecer las denominadas «unidades de apoyo» de Atención Primaria, evaluando su número y distribución en la actualidad, favoreciendo su coordinación con los equipos de atención primaria para mejorar los flujos de derivación, seguimiento y alta, y potenciando especialmente aquellas que posibiliten un abordaje más adecuado a la recuperación y el abordaje de las causas fundamentales del malestar y la enfermedad, especialmente las figuras de los trabajadores sociales."
86,Se realizará un análisis de las necesidades poblacionales de urgencias de atención primaria (SUAP y SAR) para garantizar una atención de calidad a los problemas menores de salud de los madrileños y descongestionar las urgencias hospitalarias.
87,"Además, se aprovechará la dotación tecnológica (radiología simple, ecografía,...) de los Centros de Especialidades Periféricos (CEP) durante las noches, fines de semana y festivos, así como el fomento del uso de la teleconsulta entre profesionales de estos centros y las urgencias hospitalarias para aumentar la capacidad resolutiva de los centros de urgencias de atención primaria."
88,"Reapertura de los SUAP cerrados durante la pandemia de COVID-19 y recuperación de la asistencia que venían prestando. Además, los SUAP y sus profesionales pasarán a depender de la gerencia de atención primaria, contando con plantillas propias de profesionales."
89,"Se equipararán las condiciones laborales y formativas de los profesionales que trabajan en los Servicios de Urgencias de Áreas Rurales a las condiciones de los demás profesionales de Atención Primaria, especialmente en lo relacionado con reconocimiento del derecho de disfrute de los días de libre disposición, reconocimiento de la labor de tutorización de residentes realizada y mejora de la oferta formativa relacionada con las singularidades de este ámbito asistencial."
90,"Se mejorará la adecuación de la dotación material relacionada con la seguridad en los Servicios de Urgencias de Áreas Rurales, tanto en relación con el desempeño de la práctica asistencial como en lo dirigido a la evitación de agresiones."
91,"Se revisará la actual estrategia de pacientes crónicos y vulnerables para garantizar una asistencia continuada con integración de los cuidados en los diferentes niveles asistenciales, sociales y educativos, utilizando la red de activos en salud disponibles en la comunidad derivado del proceso de mapeo."
92,"Se potenciarán las actuaciones de las enfermeras en la atención a los procesos crónicos, como educadores/entrenadores en autocuidados, gestores de casos en pacientes con condiciones de especial complejidad y profesionales de enlace para mejorar la transición entre ámbitos y unidades de atención."
93,Se aumentará el peso relativo de la atención domiciliaria programada en la planificación y gestión de la Atención Primaria de salud potenciando la actuación de las enfermeras de Atención Primaria.
94,Se extenderá la figura del especialista hospitalario de referencia y del especialista consultor para los pacientes incluidos en el nivel alto de riesgo.
95,"Se elaborarán estrategias para el cuidado y la protección de la salud de las personas mayores tanto en las residencias, centros de día, como en sus domicilios a través de protocolos coordinados, tele-asistencia y dispositivos de seguridad, incentivándose el cumplimiento de los estándares básicos de calidad de los cuidados, protección de la salud y del bienestar de las personas mayores."
96,"Se establecerán programas específicos de recuperación de la atención en los pacientes que, debido a la pandemia de COVID-19, pudieran haber perdido contacto con el sistema sanitario."
97,"Se desarrollará un Plan de Prevención de la Soledad No Deseada. La Soledad No Deseada es un problema de salud pública poco visualizado que ha ido en aumento conforme avanza la pandemia, cuya raíz está en las condiciones de vida actuales."
98,"Afecta preferentemente a mujeres mayores, personas con discapacidad/diversidad funcional y colectivos en riesgo de exclusión social. Los ejes del plan son:"
99,I) Censar adecuadamente a las personas con posibilidad de padecer Soledad No Deseada.
100,"II) Crear y promocionar redes de apoyo informal en barrios, distritos y núcleos urbanos a pequeña escala, con garantías de continuidad, que faciliten la revinculación y participación sociocomunitaria que ejerzan un efecto positivo sobre su estado de salud."
101,III) Promocionar soluciones residenciales que faciliten la permanencia y el arraigo de las personas afectadas en su hábitat natural.
102,Se promoverá el apoyo a la investigación en atención primaria en diferentes vertientes:
103,"I) apoyo metodológico desde la gerencia de atención primaria,"
104,"II) liberación de espacio para dedicación específica en la jornada laboral ordinaria,"
105,"III) fomento del proceso de publicación de las investigaciones realizadas por parte de los Especialistas Internos Residentes en el ámbito de la atención primaria,"
106,IV) priorización tanto en financiación como en dedicación de recursos no económicos de la investigación destinada a la modificación o evaluación de la práctica clínica por parte de las diferentes categorías profesionales.
107,Garantizar el derecho a la Salud Mental como uno de los ejes de reconstrucción social y comunitaria.
108,Proponemos las siguientes medidas fundamentales como parte de un Plan de Choque en Salud Mental:
109,"1. Aumentar la ratio de profesionales de la psiquiatría, la psicología clínica y de enfermeras especialistas en salud mental hasta un mínimo de 10x100.000 habitantes, preferentemente en los servicios de salud mental comunitarios y en todos los centros de Atención Primaria."
110,"2. Disminuir las listas de espera y los tiempos entre cita, hasta una media aproximada de 10 días."
111,3. Realizar campañas de sensibilización para eliminar el estigma sobre la salud mental.
112,4. Establecer protocolos de coordinación entre los servicios sanitarios y los sociales en el que se garantice una intervención integral contra los determinantes sociales y familiares de la salud mental.
113,"5. Realización de un nuevo Plan Estratégico de Salud Mental con la máxima participación de los agentes sociales, políticos y científicos."
114,6. Recuperar el Pleno Monográfico sobre Salud Mental en la Asamblea con carácter preferente.
115,"7. Desarrollo de medidas específicas para atender los problemas de Salud Mental en los y las jóvenes, abordando así mismo la elaboración de los planes educativos teniendo en cuenta el impacto en la salud mental de los estudiantes."
116,"8. Además, prestaremos especial atención a lo relacionado con la salud mental en el marco del ámbito educativo, e invertiremos en formación y apoyo para todo el personal educativo, introduciendo prácticas exitosas de sensibilización y detección con los alumnos y alumnas en todas las etapas educativas y con especial énfasis en la etapa secundaria."
117,"Se pondrá en marcha el desarrollo de la estrategia #0Contenciones, relativa a la eliminación de las sujeciones mecánicas en todo el ámbito asistencial, especialmente en el de la salud mental."
118,Se propondrá para ello una iniciativa legislativa específica en el primer año de legislatura.
119,"Se trabajará con todos los colectivos implicados, especialmente el de psiquiatras y personal de unidades de hospitalización de agudos así como de usuarios, familiares y colectivos afines, para conseguir que las prácticas coercitivas sean una excepcionalidad y tiendan a desaparecer, para ser sustituidas por otras prácticas de cuidados en la crisis que no atenten contra la dignidad de la persona, basadas en los derechos humanos y la vinculación afectiva, realizadas por personal bien formado, como las que se promueven en unidades hospitalarias de modelo abierto o las de ingreso domiciliario."
120,"Potenciaremos las políticas de prevención de la cronicidad en salud mental de orientación comunitaria centrada en los modelos de recuperación y de diversidad funcional, que exige abordaje multiprofesional y trabajo en equipo, en colaboración permanente con usuarios, familiares y colectivos implicados como expertos, incluido los órganos de gobierno."
121,"Orientar las prácticas de salud mental hacia el objetivo de la recuperación funcional e integración social de las personas con problemas de salud mental. Para ello se ampliarán las intervenciones psicosociales y de reinserción eficaces en el ámbito comunitario, dotándolas del presupuesto y personal necesario."
122,Se elaborará un nuevo Plan Estratégico de Salud Mental 2021-23 previa evaluación del anterior que finalizó en el 2020.
123,"Se contará para ello con el mayor grado de participación de los profesionales, colectivos de usuarios y familiares en coordinación además con representantes, profesionales y colectivos implicados en los Servicios Sociales."
124,El presupuesto para la Salud Mental avanzará progresivamente hacia un 10 % del total del destinado a sanidad para garantizar una atención de calidad con ratios de profesionales convergiendo con la media europea.
125,Se dotará adecuadamente el Observatorio de Salud Mental con la función de realizar un análisis de la ejecución y seguimiento del Plan de Salud Mental de la Comunidad de Madrid.
126,"Priorización del abordaje de los llamados trastornos mentales graves para evitar la cronicidad, erradicar el estigma y evitar la ley de cuidados inversos."
127,"Se fomentarán en los distintos espacios educativos, sociales y culturales el conocimiento y la integración de los trastornos mentales de cara a una inclusión social efectiva. "
128,"Se fomentará y promoverán redes de apoyo a las familias y colectivos de las personas con trastorno mental, implantando programas de apoyo, formación y seguimiento de manera colaborativa y horizontal."
129,"Se avanzará en el desarrollo de estrategias efectivas de prevención del suicidio coordinadas con las redes de apoyo de familiares y colectivos. Se elaborará un Plan de Prevención Primaria y Secundaria del Suicidio, coordinando al Ayuntamiento de Madrid con la Oficina Regional de Salud Mental y con las organizaciones sectoriales vinculadas, tanto profesionales como de la sociedad civil como con el resto de municipios."
130,"Se dotará a la desvanecida Oficina Regional de Salud Mental de competencias específicas, recursos humanos y medios técnicos para la planificación, coordinación y evaluación de las políticas y programas asistenciales de salud mental y para asignar fondos finalistas orientados a una discriminación positiva. Supervisar su ejecución."
131,"Se volverá a la territorialización de la asistencia en salud mental en áreas bien definidas, coincidentes con el resto de niveles asistenciales, en función de las características poblacionales de los diferentes núcleos urbanos o distritos y sus recursos sanitarios, conforme al modelo comunitario y al abordaje bio-psico-social que requieren la responsabilidad sobre un área de población determinada que implique así mismo un solapamiento, lo más exacto posible, con las áreas territoriales de la Red de Atención Social a las personas con enfermedad mental grave y duradera, para facilitar la coordinación de estrategias."
132,"Se terminará la integración de la Red de Atención a Drogodependencias en la Red de Salud Mental. Se valorará la internalización de los Centros de Atención Integral a Drogodependientes de la Comunidad de Madrid, y la coordinación eficaz con los centros dependientes de los ayuntamientos."
133,"Se hará una regulación restrictiva de las casas de apuestas, prevención de la ludopatía mediante la concienciación de los jóvenes y fomento de la asistencia médica y/o psicológica a personas con adicción al juego."
134,"Se prohibirá, dentro de los límites competenciales, la publicidad explícita sobre juego en medios de comunicación, tal y como ocurre con el alcohol y el tabaco. Se incrementará la atención a las adicciones no tóxicas (en especial el juego online entre los jóvenes)."
135,Consideración preferente de la especialidad de Enfermería de Salud Mental para la asignación de plazas.
136,"Se aumentarán en futuras convocatorias el número de plazas de Especialistas de todas las disciplinas relacionadas con la atención multidisciplinar en Salud Mental, especialmente en Psicología Clínica, para poder dar respuesta especializada adecuada tanto de la demanda desde Atención Primaria como del resto de niveles asistenciales, especialmente en dotación de hospitales de día, para acercar a lo largo de esta legislatura las ratios por 100.000 habitantes a la media europea."
137,Se fomentará el desarrollo e implantación de programas y unidades de atención a la Salud Mental Infanto-Juvenil promoviendo el reconocimiento y formación de especialistas multidisciplinares en esta área.
138,"Se estudiará y promoverá la coordinación funcional de la atención integral de los problemas de salud mental, incluyendo los dispositivos, unidades asistenciales y programas que dependen de distintas administraciones (municipales y/o autonómicas) como servicios sociales, educación etc..."
139,"Se elaborará un plan de redimensionamiento de las plantillas de los hospitales dirigido a, en el corto plazo, dotar de la suficiencia presupuestaria para poder cubrir el 100% de las ausencias previsibles de los y las profesionales así como cubrir las carencias de profesionales de los últimos 10 años."
140,"Se realizará un análisis y recomendaciones de ratios de profesionales/ paciente según complejidad de cuidados, que garanticen la calidad y seguridad de la asistencia."
141,Se analizarán y actualizarán los planes estratégicos de las diferentes especialidades elaborados en consonancia con los profesionales implicados y se elaborará un cronograma de ejecución que planifique las diferentes acciones de mejora a implementar.
142,Se elaborarán circuitos de atención a los pacientes complejos o que requieran centros de referencia para el tratamiento integral de sus patologías.
143,Se planificará la asistencia en Red aprovechando sinergias y circuitos que hagan eficiente el flujo de pacientes por el sistema sanitario.
144,"Se elaborará un Plan específico de Atención integral a los pacientes con cáncer que establezca coaliciones, evalúe la carga del cáncer y sus cuidados, determine prioridades y elabore y ejecute planes en coordinación con los profesionales, las asociaciones y los pacientes."
145,Se potenciarán y dotarán de los recursos necesarios los CSUR y se fomentará su inclusión en las Redes Europeas de Referencia (ERNs).
146,"Impulsaremos la coordinación, accesibilidad y formación en CSUR y ERNs dedicados a las Enfermedades Raras y neurodegenerativas."
147,"Se dotarán a los servicios de urgencias de los recursos humanos y materiales especializados necesarios para la atención digna de los pacientes que acuden a las urgencias según frecuentación, complejidad e infraestructuras de cada centro hospitalario."
148,"Se impulsarán los análisis y evaluaciones sobre la frecuentación, tiempos de atención e ingresos evitables de cada centro para elaborar soluciones compartidas con los profesionales que mejoren la calidad de la asistencia en las Urgencias de nuestra Comunidad."
149,La atención y hospitalización domiciliaria será una prioridad en el manejo de los problemas de salud de la población; para ello la coordinación entre la atención hospitalaria domiciliaria y la atención domiciliaria proporcionada desde atención primaria es esencial. Se fomentará la figura del gestor de casos.
